Wage,Age,Club,League,Nation,Position,Apps,Caps
"29,000",20,Gil Vicente,Primiera Liga,CRC,Midfilder,93,4
"29,000",18,Bayer 04,Bundesliga,GER,Midfilder,0,0
"29,000",18,Hertha Berlin,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,VfB Stuttgart,Bundesliga,AUT,Midfilder,0,0
"29,000",18,Bayer 04,Bundesliga,ESP,Midfilder,0,0
"29,000",18,Hoffenheim,Bundesliga,GER,Forward,0,0
"29,000",18,Union Berlin,Bundesliga,GER,Midfilder,0,0
"29,000",18,VfL Bochum,Bundesliga,TUR,Midfilder,0,0
"29,000",18,Union Berlin,Bundesliga,GER,Defender,0,0
"29,000",18,Bayer 04,Bundesliga,GER,Midfilder,0,0
"29,000",18,Hoffenheim,Bundesliga,SUI,Defender,0,0
"29,000",18,VfL Bochum,Bundesliga,GER,Defender,0,0
"29,000",18,Hoffenheim,Bundesliga,GER,Defender,0,0
"29,000",18,Hoffenheim,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,SC Freiburg,Bundesliga,CAN,Midfilder,0,0
"29,000",18,SC Freiburg,Bundesliga,ARG,Defender,0,0
"29,000",18,SC Freiburg,Bundesliga,FRA,Defender,0,0
"29,000",18,FC Augsburg,Bundesliga,MNE,Forward,0,0
"29,000",18,VfL Bochum,Bundesliga,KOS,Forward,0,0
"29,000",18,FC Augsburg,Bundesliga,GER,Forward,0,0
"29,000",18,1. FC Koln,Bundesliga,GER,Defender,0,0
"29,000",18,VfL Bochum,Bundesliga,ANG,Forward,0,0
"29,000",18,FC Augsburg,Bundesliga,GER,Defender,0,0
"29,000",18,FC Augsburg,Bundesliga,GER,Defender,0,0
"29,000",18,1. FC Koln,Bundesliga,GER,Defender,0,0
"29,000",18,Hoffenheim,Bundesliga,ISL,Goalkeeper,0,0
"29,000",18,1. FC Koln,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,VfL Bochum,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,1. FC Koln,Bundesliga,GER,Midfilder,0,0
"29,000",18,Borussia Dortmund,Bundesliga,GER,Defender,0,0
"29,000",18,Union Berlin,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,Hertha Berlin,Bundesliga,GER,Forward,0,0
"29,000",18,VfL Bochum,Bundesliga,GER,Midfilder,0,0
"29,000",18,1. FC Koln,Bundesliga,GER,Forward,0,0
"29,000",18,SV Werder,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,FC Augsburg,Bundesliga,GER,Midfilder,3,0
"29,000",18,VfL Bochum,Bundesliga,USA,Defender,0,0
"29,000",18,VfL Bochum,Bundesliga,GER,Forward,0,0
"29,000",18,Hoffenheim,Bundesliga,GER,Defender,0,0
"29,000",18,VfL Bochum,Bundesliga,GER,Defender,0,0
"29,000",18,Bayer 04,Bundesliga,GER,Defender,0,0
"29,000",18,Hoffenheim,Bundesliga,FRA,Forward,0,0
"29,000",18,Hertha Berlin,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,Bayer 04,Bundesliga,KOR,Forward,0,0
"29,000",18,FC Augsburg,Bundesliga,BIH,Goalkeeper,0,0
"29,000",18,Hertha Berlin,Bundesliga,KOS,Midfilder,0,0
"29,000",18,Hertha Berlin,Bundesliga,GER,Defender,0,0
"29,000",18,Hertha Berlin,Bundesliga,GER,Midfilder,0,0
"29,000",18,Bayer 04,Bundesliga,GER,Forward,0,0
"29,000",18,Bayer 04,Bundesliga,GER,Goalkeeper,0,0
"29,000",18,Union Berlin,Bundesliga,GER,Midfilder,0,0
"29,000",18,Union Berlin,Bundesliga,GER,Midfilder,0,0
"29,000",18,VfB Stuttgart,Bundesliga,GER,Forward,0,0
"29,000",18,FC Augsburg,Bundesliga,LTU,Midfilder,18,0
"29,000",18,Schalke 04,Bundesliga,POL,Defender,18,0
"29,000",18,RB Leipzig,Bundesliga,GHA,Forward,1,0
"29,000",18,RB Leipzig,Bundesliga,GER,Defender,0,0
"29,000",18,VfB Stuttgart,Bundesliga,POR,Defender,0,0
"29,000",18,RB Leipzig,Bundesliga,GER,Defender,0,0
"29,000",18,Bayer 04,Bundesliga,GER,Defender,0,0
"29,000",18,SC Freiburg,Bundesliga,GER,Midfilder,0,0
"29,000",18,RB Leipzig,Bundesliga,GER,Defender,0,0
"29,000",18,RB Leipzig,Bundesliga,GER,Defender,0,0
"29,000",18,RB Leipzig,Bundesliga,SUI,Forward,1,0
"29,000",18,VfB Stuttgart,Bundesliga,SWE,Midfilder,0,0
"29,000",18,RB Leipzig,Bundesliga,GER,Forward,0,0
"29,000",18,VfB Stuttgart,Bundesliga,GER,Defender,0,0
"29,000",18,VfB Stuttgart,Bundesliga,GER,Defender,0,0
"29,000",25,1. FC Koln,Bundesliga,GER,Goalkeeper,1,0
"29,000",18,SC Freiburg,Bundesliga,GER,Forward,0,0
"29,000",18,OGC Nice,Ligue 1 Uber Eats,FRA,Forward,0,0
"29,000",18,OGC Nice,Ligue 1 Uber Eats,FRA,Midfilder,0,0
"29,000",18,Toulouse FC,Ligue 1 Uber Eats,CMR,Defender,0,0
"29,000",18,Brest,Ligue 1 Uber Eats,FRA,Forward,0,0
"29,000",18,OM,Ligue 1 Uber Eats,FRA,Midfilder,0,0
"29,000",18,AJ Auxerre,Ligue 1 Uber Eats,FRA,Forward,0,0
"29,000",18,Brest,Ligue 1 Uber Eats,FRA,Defender,0,0
"29,000",18,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,0,0
"29,000",18,Brest,Ligue 1 Uber Eats,BEL,Midfilder,0,0
"29,000",28,AC Ajaccio,Ligue 1 Uber Eats,FRA,Goalkeeper,13,0
"29,000",18,Brest,Ligue 1 Uber Eats,FRA,Goalkeeper,0,0
"29,000",18,Angers SCO,Ligue 1 Uber Eats,FRA,Defender,0,0
"29,000",18,Brest,Ligue 1 Uber Eats,FRA,Defender,0,0
"29,000",18,Troyes,Ligue 1 Uber Eats,FRA,Forward,6,0
"29,000",18,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,1,0
"29,000",18,Brest,Ligue 1 Uber Eats,FRA,Defender,0,0
"29,000",18,Reims,Ligue 1 Uber Eats,SEN,Defender,14,0
"29,000",18,AC Ajaccio,Ligue 1 Uber Eats,ALG,Midfilder,0,0
"29,000",18,VIZ,Primiera Liga,COL,Forward,0,0
"28,500",18,Wolves,Premier League,SIN,Defender,0,0
"28,500",18,Newcastle,Premier League,ENG,Midfilder,0,0
"28,500",18,Newcastle,Premier League,ENG,Midfilder,0,0
"28,500",19,VIZ,Primiera Liga,VEN,Forward,48,0
"28,000",18,Barcelona,La Liga,ESP,Defender,0,0
"28,000",24,Arouca,Primiera Liga,NGA,Forward,91,0
"28,000",22,Arouca,Primiera Liga,BRA,Defender,33,0
"27,500",19,Milan,Serie A,GRE,Goalkeeper,0,0
"27,500",19,Juventus,Serie A,ITA,Defender,0,0
"27,500",18,Milan,Serie A,ITA,Defender,0,0
"27,500",19,Verona,Serie A,ITA,Forward,3,0
"27,500",18,Salento,Serie A,ESP,Defender,0,0
"27,500",18,Fulham,Premier League,ENG,Forward,1,0
"27,000",18,Hertha Berlin,Bundesliga,GER,Defender,1,0
"27,000",19,Udinese,Serie A,ITA,Forward,0,0
"27,000",19,Fiorentina,Serie A,ITA,Defender,0,0
"27,000",18,Bologna,Serie A,ITA,Forward,0,0
"27,000",19,BVT,Primiera Liga,POR,Midfilder,0,0
"27,000",18,BVT,Primiera Liga,IRL,Forward,0,0
"26,500",20,Sampdoria,Serie A,ITA,Defender,0,0
"26,500",20,Empoli,Serie A,FRA,Defender,0,0
"26,500",20,Salento,Serie A,ITA,Defender,13,0
"26,000",18,Aston Villa,Premier League,ENG,Goalkeeper,0,0
"26,000",18,Newcastle,Premier League,ENG,Midfilder,0,0
"26,000",19,Newcastle,Premier League,ENG,Midfilder,0,0
"26,000",19,Nottm Forest,Premier League,ENG,Forward,2,0
"26,000",18,Newcastle,Premier League,ENG,Defender,0,0
"26,000",19,Newcastle,Premier League,ENG,Defender,0,0
"26,000",19,Newcastle,Premier League,ENG,Defender,0,0
"26,000",18,Nottm Forest,Premier League,ENG,Midfilder,0,0
"26,000",18,West Ham,Premier League,ENG,Midfilder,0,0
"26,000",18,Fulham,Premier League,ENG,Midfilder,0,0
"26,000",18,Southampton,Premier League,NIR,Defender,0,0
"26,000",18,West Ham,Premier League,NIR,Defender,0,0
"26,000",19,Wolves,Premier League,ENG,Defender,0,0
"26,000",20,Southampton,Premier League,ENG,Defender,0,0
"26,000",18,Leeds,Premier League,NIR,Midfilder,4,0
"26,000",19,Southampton,Premier League,ENG,Goalkeeper,36,0
"26,000",18,Wolves,Premier League,ISL,Goalkeeper,1,0
"26,000",18,Fulham,Premier League,ENG,Defender,0,0
"26,000",19,Southampton,Premier League,ENG,Defender,0,0
"26,000",19,Southampton,Premier League,ENG,Goalkeeper,0,0
"26,000",20,West Ham,Premier League,ENG,Forward,0,0
"26,000",19,Bournemouth,Premier League,ENG,Midfilder,6,0
"26,000",18,Fulham,Premier League,CYP,Midfilder,0,0
"26,000",18,Leicester,Premier League,ENG,Goalkeeper,0,0
"26,000",19,Southampton,Premier League,ENG,Forward,0,0
"26,000",18,Newcastle,Premier League,ENG,Defender,0,0
"26,000",18,West Ham,Premier League,ENG,Defender,0,0
"26,000",18,West Ham,Premier League,BER,Forward,0,2
"26,000",18,Torino,Serie A,ITA,Forward,0,0
"26,000",18,Southampton,Premier League,ENG,Forward,0,0
"26,000",18,Wolves,Premier League,ENG,Defender,0,0
"26,000",18,Wolves,Premier League,ENG,Defender,0,0
"26,000",18,Wolves,Premier League,ENG,Defender,0,0
"26,000",18,Wolves,Premier League,JAM,Forward,5,0
"26,000",18,Southampton,Premier League,SRB,Midfilder,0,0
"26,000",18,Nottm Forest,Premier League,ENG,Midfilder,2,0
"26,000",18,Nottm Forest,Premier League,ENG,Forward,0,0
"26,000",18,Nottm Forest,Premier League,ENG,Defender,0,0
"26,000",18,Southampton,Premier League,ENG,Goalkeeper,0,0
"26,000",18,Southampton,Premier League,ENG,Midfilder,0,0
"26,000",18,Brighton,Premier League,ENG,Midfilder,0,0
"26,000",18,Brighton,Premier League,SVK,Defender,0,0
"26,000",20,Brentford,Premier League,ENG,Midfilder,26,0
"26,000",18,Inter,Serie A,POL,Forward,0,0
"25,500",19,Juventus,Serie A,ITA,Midfilder,0,0
"25,000",18,Sassuolo,Serie A,SRB,Defender,0,0
"25,000",19,Torino,Serie A,FRA,Defender,0,0
"25,000",23,Arouca,Primiera Liga,GHA,Midfilder,32,0
"25,000",18,Salento,Serie A,SUI,Midfilder,16,0
"25,000",19,Famalicao,Primiera Liga,POR,Midfilder,0,0
"25,000",19,Salento,Serie A,SWE,Defender,0,0
"25,000",19,BRG,Primiera Liga,POR,Defender,3,0
"25,000",18,BRG,Primiera Liga,POR,Midfilder,0,0
"25,000",20,Gil Vicente,Primiera Liga,POR,Forward,22,0
"25,000",20,BRG,Primiera Liga,POR,Defender,0,0
"24,500",20,Casa Pia,Primiera Liga,POR,Defender,14,0
"24,500",20,Gil Vicente,Primiera Liga,PER,Midfilder,17,0
"24,500",20,Estoril Praia,Primiera Liga,POR,Defender,5,0
"24,500",18,Estoril Praia,Primiera Liga,BRA,Forward,7,0
"24,500",20,Estoril Praia,Primiera Liga,BRA,Defender,8,0
"24,500",19,Parthenope,Serie A,ITA,Midfilder,0,0
"24,500",19,Parthenope,Serie A,ITA,Midfilder,0,0
"24,500",18,Capitoline,Serie A,ESP,Defender,0,0
"24,000",19,Inter,Serie A,ITA,Defender,12,0
"23,500",23,PTM,Primiera Liga,POR,Forward,2,0
"23,500",18,Torino,Serie A,SWE,Defender,10,0
"23,500",18,Torino,Serie A,FRA,Defender,0,0
"23,500",19,Salento,Serie A,FIN,Midfilder,12,0
"23,500",20,Bournemouth,Premier League,IRL,Defender,20,0
"23,500",19,Bournemouth,Premier League,ENG,Goalkeeper,32,0
"23,500",19,Bournemouth,Premier League,ENG,Defender,29,0
"23,000",19,Sampdoria,Serie A,ITA,Midfilder,1,0
"23,000",19,Empoli,Serie A,ALB,Midfilder,0,0
"23,000",19,Capitoline,Serie A,FRA,Defender,0,0
"23,000",19,Parthenope,Serie A,ITA,Defender,0,0
"23,000",19,Sassuolo,Serie A,ITA,Defender,11,0
"22,500",19,Sassuolo,Serie A,ITA,Midfilder,0,0
"22,500",18,BRG,Primiera Liga,GNB,Forward,0,0
"22,500",20,BRG,Primiera Liga,POR,Midfilder,0,0
"22,500",20,BRG,Primiera Liga,POR,Midfilder,0,0
"22,500",18,Atalanta,Serie A,NOR,Midfilder,15,0
"22,500",18,BRG,Primiera Liga,POR,Goalkeeper,0,0
"22,500",20,Estoril Praia,Primiera Liga,POR,Forward,0,0
"22,500",18,Famalicao,Primiera Liga,POR,Defender,0,0
"22,500",20,Famalicao,Primiera Liga,POR,Forward,0,0
"22,500",18,VIZ,Primiera Liga,POR,Forward,3,0
"22,500",20,Estoril Praia,Primiera Liga,POR,Defender,10,0
"22,500",19,Famalicao,Primiera Liga,POR,Midfilder,1,0
"22,500",19,BRG,Primiera Liga,POR,Midfilder,0,0
"22,500",19,Famalicao,Primiera Liga,POR,Forward,3,0
"22,500",22,Gil Vicente,Primiera Liga,POR,Defender,58,0
"22,500",20,MRT,Primiera Liga,MOZ,Forward,2,0
"21,500",19,Inter,Serie A,ALB,Defender,0,0
"21,500",19,Sassuolo,Serie A,ALB,Midfilder,0,0
"21,500",18,Bologna,Serie A,ITA,Forward,0,0
"21,500",19,Empoli,Serie A,ITA,Forward,0,0
"21,000",19,Udinese,Serie A,ITA,Midfilder,1,0
"21,000",19,Sassuolo,Serie A,ITA,Defender,0,0
"21,000",18,VfB Stuttgart,Bundesliga,JPN,Defender,0,0
"21,000",18,Leeds,Premier League,FRA,Forward,0,0
"21,000",19,Bournemouth,Premier League,ENG,Forward,20,0
"21,000",19,Bournemouth,Premier League,ENG,Goalkeeper,17,0
"21,000",19,Bournemouth,Premier League,ENG,Defender,4,0
"21,000",19,Bournemouth,Premier League,ENG,Midfilder,7,0
"21,000",19,Newcastle,Premier League,SCO,Goalkeeper,25,0
"21,000",18,Leeds,Premier League,ENG,Defender,0,0
"21,000",18,Leeds,Premier League,ENG,Midfilder,0,0
"21,000",18,Leeds,Premier League,SCO,Defender,0,0
"20,500",19,Sampdoria,Serie A,ITA,Defender,0,0
"20,500",19,Estoril Praia,Primiera Liga,UKR,Midfilder,13,0
"20,000",20,PTM,Primiera Liga,BRA,Midfilder,15,0
"20,000",20,VIZ,Primiera Liga,POR,Defender,5,0
"20,000",18,Famalicao,Primiera Liga,NGA,Forward,6,0
"20,000",19,VIZ,Primiera Liga,GNB,Goalkeeper,0,0
"20,000",20,Gil Vicente,Primiera Liga,COL,Defender,16,0
"20,000",19,Gil Vicente,Primiera Liga,ANG,Forward,13,0
"20,000",18,VTSC,Primiera Liga,ANG,Forward,0,0
"20,000",19,VIZ,Primiera Liga,BRA,Defender,0,0
"20,000",18,VIZ,Primiera Liga,POR,Defender,0,0
"20,000",19,Estoril Praia,Primiera Liga,POR,Midfilder,21,0
"20,000",22,MRT,Primiera Liga,COL,Defender,3,0
"20,000",20,P. Ferreira,Primiera Liga,POR,Goalkeeper,7,0
"20,000",20,Estoril Praia,Primiera Liga,POR,Midfilder,1,0
"20,000",22,MRT,Primiera Liga,MOZ,Defender,1,0
"20,000",20,MRT,Primiera Liga,BRA,Forward,5,0
"20,000",18,Estoril Praia,Primiera Liga,POR,Forward,1,0
"20,000",18,BVT,Primiera Liga,POR,Midfilder,0,0
"20,000",18,VIZ,Primiera Liga,POR,Defender,0,0
"20,000",19,Estoril Praia,Primiera Liga,GER,Midfilder,0,0
"20,000",18,VTSC,Primiera Liga,POR,Defender,0,0
"20,000",18,VTSC,Primiera Liga,POR,Defender,0,0
"20,000",22,MRT,Primiera Liga,COL,Forward,5,0
"20,000",18,VIZ,Primiera Liga,POR,Defender,31,0
"20,000",20,VIZ,Primiera Liga,NGA,Midfilder,0,0
"20,000",22,Gil Vicente,Primiera Liga,POR,Forward,39,0
"20,000",18,Parthenope,Serie A,ITA,Goalkeeper,0,0
"19,750",19,Torino,Serie A,ROU,Defender,0,0
"19,500",19,Bournemouth,Premier League,ENG,Midfilder,11,0
"19,500",19,Udinese,Serie A,TUN,Defender,1,0
"19,250",18,Empoli,Serie A,HUN,Defender,2,0
"19,250",19,Sassuolo,Serie A,GUI,Midfilder,0,0
"19,000",19,Verona,Serie A,FRA,Defender,0,0
"19,000",19,Torino,Serie A,ENG,Defender,0,0
"18,750",18,Inter,Serie A,DEN,Midfilder,0,0
"18,500",18,Lazio,Serie A,POL,Goalkeeper,2,0
"18,500",18,Juventus,Serie A,ITA,Defender,28,0
"18,250",19,Spezia,Serie A,ITA,Midfilder,0,0
"18,250",18,Salernitana,Serie A,POL,Defender,0,0
"18,250",18,Sassuolo,Serie A,NED,Defender,0,0
"18,250",18,Verona,Serie A,CIV,Forward,0,0
"18,250",19,Spezia,Serie A,ITA,Goalkeeper,0,0
"18,250",19,Atalanta,Serie A,ITA,Forward,0,0
"18,250",19,Cremonese,Serie A,ITA,Midfilder,0,0
"18,250",18,Salernitana,Serie A,LTU,Defender,53,0
"18,250",18,Inter,Serie A,SVN,Defender,0,0
"18,250",19,Torino,Serie A,ITA,Goalkeeper,0,0
"18,250",19,Spezia,Serie A,ITA,Defender,4,0
"18,250",18,Spezia,Serie A,ISL,Defender,1,0
"18,250",18,Verona,Serie A,MAR,Midfilder,4,0
"18,250",19,Sampdoria,Serie A,ITA,Defender,0,0
"18,250",18,Fiorentina,Serie A,SEN,Forward,0,0
"18,250",18,Atalanta,Serie A,ALB,Midfilder,0,0
"18,250",18,Cremonese,Serie A,ITA,Midfilder,24,0
"18,250",18,Empoli,Serie A,BEL,Defender,0,0
"18,250",18,Udinese,Serie A,GHA,Forward,0,0
"18,250",19,Nottm Forest,Premier League,ENG,Midfilder,1,0
"18,250",18,Gil Vicente,Primiera Liga,UKR,Defender,0,0
"18,000",18,Verona,Serie A,SUI,Forward,10,0
"18,000",19,MRT,Primiera Liga,POR,Forward,0,0
"18,000",18,MRT,Primiera Liga,POR,Midfilder,6,0
"18,000",22,MRT,Primiera Liga,BRA,Forward,11,0
"18,000",20,VIZ,Primiera Liga,POR,Forward,0,0
"18,000",20,MRT,Primiera Liga,POR,Defender,0,0
"18,000",18,Estoril Praia,Primiera Liga,POR,Forward,0,0
"18,000",20,VIZ,Primiera Liga,NGA,Forward,3,0
"18,000",18,VIZ,Primiera Liga,POR,Midfilder,0,0
"18,000",19,MRT,Primiera Liga,ANG,Midfilder,0,0
"18,000",21,Gil Vicente,Primiera Liga,POR,Defender,24,0
"18,000",20,MRT,Primiera Liga,POR,Forward,19,0
"18,000",19,MRT,Primiera Liga,POR,Forward,10,0
"18,000",19,Gil Vicente,Primiera Liga,MAR,Defender,0,0
"18,000",19,VIZ,Primiera Liga,POR,Defender,0,0
"18,000",18,MRT,Primiera Liga,BRA,Defender,0,0
"18,000",19,VIZ,Primiera Liga,NGA,Forward,0,0
"18,000",21,MRT,Primiera Liga,POR,Forward,5,0
"18,000",19,Famalicao,Primiera Liga,POR,Defender,0,0
"18,000",20,MRT,Primiera Liga,POR,Midfilder,1,0
"17,500",20,VIZ,Primiera Liga,POR,Defender,0,0
"17,500",19,MRT,Primiera Liga,POR,Forward,5,0
"17,500",18,MRT,Primiera Liga,POR,Forward,3,0
"17,500",20,PTM,Primiera Liga,POR,Forward,30,0
"17,500",19,MRT,Primiera Liga,POR,Forward,10,0
"17,500",18,BVT,Primiera Liga,POR,Forward,0,0
"17,500",20,Gil Vicente,Primiera Liga,POR,Midfilder,3,0
"17,500",21,MRT,Primiera Liga,POR,Midfilder,0,0
"17,500",21,MRT,Primiera Liga,POR,Defender,0,0
"17,500",21,PTM,Primiera Liga,POR,Defender,17,0
"17,250",19,Parthenope,Serie A,TUN,Forward,0,0
"17,250",19,Sassuolo,Serie A,GHA,Midfilder,0,0
"17,250",18,Valencia,La Liga,ESP,Midfilder,10,0
"17,000",21,Vigo,La Liga,ESP,Forward,63,0
"16,750",18,MRT,Primiera Liga,POR,Forward,4,0
"16,750",18,VIZ,Primiera Liga,NGA,Forward,0,0
"16,750",19,Gil Vicente,Primiera Liga,POR,Forward,4,0
"16,750",19,Gil Vicente,Primiera Liga,POR,Midfilder,0,0
"16,750",18,PTM,Primiera Liga,POR,Defender,4,0
"16,750",19,Estoril Praia,Primiera Liga,POR,Defender,0,0
"16,750",18,Estoril Praia,Primiera Liga,POR,Defender,2,0
"16,750",20,Gil Vicente,Primiera Liga,POR,Goalkeeper,2,0
"16,750",19,Estoril Praia,Primiera Liga,POR,Goalkeeper,0,0
"16,750",18,Casa Pia,Primiera Liga,POR,Defender,0,0
"16,750",19,VIZ,Primiera Liga,POR,Midfilder,0,0
"16,750",19,Estoril Praia,Primiera Liga,POR,Midfilder,0,0
"16,750",19,Gil Vicente,Primiera Liga,POR,Midfilder,0,0
"16,750",19,Rio Ave,Primiera Liga,POR,Midfilder,0,0
"16,750",19,VIZ,Primiera Liga,NGA,Midfilder,0,0
"16,750",19,Gil Vicente,Primiera Liga,POR,Midfilder,0,0
"16,750",19,VIZ,Primiera Liga,NGA,Midfilder,0,0
"16,500",19,Torino,Serie A,ESP,Midfilder,0,0
"16,000",19,Torino,Serie A,EST,Forward,25,0
"16,000",18,Mallorca,La Liga,ESP,Defender,0,0
"16,000",18,Vigo,La Liga,ESP,Midfilder,2,0
"16,000",18,SC Freiburg,Bundesliga,EST,Defender,0,0
"15,750",19,Brianza,Serie A,ITA,Forward,0,0
"15,750",21,VIZ,Primiera Liga,CAN,Midfilder,0,0
"15,750",19,VIZ,Primiera Liga,POR,Forward,26,0
"15,750",19,Estoril Praia,Primiera Liga,POR,Defender,0,0
"15,750",19,Estoril Praia,Primiera Liga,POR,Goalkeeper,0,0
"15,750",18,PTM,Primiera Liga,POR,Forward,0,0
"15,750",19,MRT,Primiera Liga,POR,Defender,27,0
"15,750",18,VIZ,Primiera Liga,NGA,Forward,0,0
"15,750",19,Estoril Praia,Primiera Liga,POR,Forward,1,0
"15,750",19,Gil Vicente,Primiera Liga,POR,Midfilder,1,0
"15,750",19,MRT,Primiera Liga,POR,Midfilder,5,0
"15,750",19,Gil Vicente,Primiera Liga,POR,Midfilder,5,0
"15,750",19,Gil Vicente,Primiera Liga,POR,Defender,0,0
"15,750",19,MRT,Primiera Liga,POR,Goalkeeper,7,0
"15,750",18,MRT,Primiera Liga,POR,Goalkeeper,7,0
"15,750",18,MRT,Primiera Liga,POR,Defender,4,0
"15,750",18,VIZ,Primiera Liga,POR,Defender,0,0
"15,750",19,Rio Ave,Primiera Liga,POR,Defender,0,0
"15,750",21,MRT,Primiera Liga,POR,Midfilder,0,0
"15,750",19,VIZ,Primiera Liga,POR,Defender,0,0
"15,750",20,Rio Ave,Primiera Liga,POR,Midfilder,0,0
"15,750",18,VIZ,Primiera Liga,GHA,Defender,0,0
"15,500",18,Gil Vicente,Primiera Liga,CAN,Goalkeeper,0,0
"15,500",19,Valladolid,La Liga,ESP,Forward,33,0
"15,500",18,Almeria,La Liga,GNB,Forward,18,0
"15,500",18,A. Madrid,La Liga,ESP,Midfilder,1,0
"15,500",18,Valladolid,La Liga,ESP,Midfilder,15,0
"15,500",20,PTM,Primiera Liga,BRA,Goalkeeper,0,0
"15,500",19,MRT,Primiera Liga,POR,Defender,2,0
"14,750",18,A. Madrid,La Liga,ESP,Defender,0,0
"14,750",18,A. Madrid,La Liga,MAR,Midfilder,1,0
"14,500",18,1. FC Koln,Bundesliga,GER,Forward,29,0
"14,500",18,Real San Sebastian,La Liga,ESP,Forward,14,0
"14,500",18,Torino,Serie A,FRA,Defender,0,0
"14,250",19,Famalicao,Primiera Liga,NGA,Forward,20,0
"14,000",19,Verona,Serie A,ITA,Forward,4,0
"13,750",18,Getafe,La Liga,ESP,Defender,21,0
"13,500",19,Bologna,Serie A,HUN,Midfilder,15,0
"13,500",19,Valencia,La Liga,ESP,Midfilder,24,0
"13,500",19,Verona,Serie A,ITA,Midfilder,0,0
"13,500",19,Rio Ave,Primiera Liga,POR,Defender,0,0
"13,500",21,Gil Vicente,Primiera Liga,POR,Forward,56,0
"13,500",20,MRT,Primiera Liga,DEN,Defender,15,0
"13,500",19,Rio Ave,Primiera Liga,POR,Midfilder,0,0
"13,500",19,Gil Vicente,Primiera Liga,POR,Goalkeeper,0,0
"13,500",20,Rio Ave,Primiera Liga,SEN,Forward,0,0
"13,500",20,Rio Ave,Primiera Liga,POR,Forward,1,0
"13,500",18,MRT,Primiera Liga,MOZ,Goalkeeper,0,0
"13,500",18,VIZ,Primiera Liga,POR,Midfilder,6,0
"13,500",18,Sporting CP,Primiera Liga,BRA,Forward,0,0
"13,500",18,Real San Sebastian,La Liga,ESP,Forward,17,0
"13,500",19,MRT,Primiera Liga,POR,Defender,7,0
"13,500",20,Gil Vicente,Primiera Liga,POR,Forward,23,0
"13,500",19,Gil Vicente,Primiera Liga,POR,Defender,0,0
"13,500",18,Gil Vicente,Primiera Liga,POR,Forward,3,0
"13,500",20,Gil Vicente,Primiera Liga,GNB,Defender,10,0
"13,500",19,Rio Ave,Primiera Liga,POR,Forward,0,0
"13,500",19,Rio Ave,Primiera Liga,POR,Forward,3,0
"13,500",18,Rio Ave,Primiera Liga,POR,Forward,0,0
"13,500",22,MRT,Primiera Liga,POR,Forward,19,0
"13,500",19,Rio Ave,Primiera Liga,TUN,Forward,0,0
"13,250",18,FC Augsburg,Bundesliga,TUR,Defender,3,0
"13,000",18,Valencia,La Liga,ESP,Midfilder,0,0
"13,000",18,Valencia,La Liga,ESP,Forward,2,0
"13,000",18,Valencia,La Liga,ESP,Midfilder,0,0
"13,000",18,Valencia,La Liga,ESP,Forward,0,0
"13,000",19,Girona,La Liga,ESP,Defender,0,0
"13,000",18,Espanyol,La Liga,ESP,Forward,0,0
"13,000",18,Cadiz,La Liga,ESP,Defender,0,0
"13,000",18,Cadiz,La Liga,ESP,Defender,0,0
"13,000",18,Valencia,La Liga,BUL,Goalkeeper,1,0
"13,000",18,Real San Sebastian,La Liga,ESP,Defender,2,0
"13,000",18,Elche,La Liga,ESP,Goalkeeper,0,0
"13,000",18,Elche,La Liga,ESP,Defender,0,0
"13,000",18,Elche,La Liga,ESP,Defender,0,0
"13,000",18,Valencia,La Liga,ESP,Defender,0,0
"13,000",18,Real San Sebastian,La Liga,ESP,Goalkeeper,0,0
"13,000",18,Real San Sebastian,La Liga,ESP,Defender,0,0
"13,000",18,Real San Sebastian,La Liga,ESP,Defender,0,0
"13,000",18,Real San Sebastian,La Liga,ESP,Defender,0,0
"13,000",18,Real San Sebastian,La Liga,ESP,Midfilder,0,0
"13,000",18,Real San Sebastian,La Liga,FRA,Midfilder,1,0
"13,000",18,Espanyol,La Liga,ESP,Forward,0,0
"13,000",18,Atletico Pamplona,La Liga,ESP,Goalkeeper,0,0
"13,000",18,A. Madrid,La Liga,ESP,Forward,0,0
"13,000",19,Vallecano,La Liga,ESP,Goalkeeper,0,0
"13,000",19,Getafe,La Liga,COL,Forward,0,0
"13,000",19,Atletico Pamplona,La Liga,ESP,Defender,5,0
"13,000",18,Elche,La Liga,ESP,Midfilder,0,0
"13,000",18,A. Madrid,La Liga,ESP,Midfilder,1,0
"13,000",18,A. Bilbao,La Liga,ESP,Defender,0,0
"13,000",18,Girona,La Liga,ESP,Defender,4,0
"13,000",18,Cadiz,La Liga,MLI,Defender,1,0
"13,000",18,Espanyol,La Liga,ESP,Forward,0,0
"13,000",18,Mallorca,La Liga,ESP,Forward,2,0
"13,000",18,Espanyol,La Liga,LTU,Goalkeeper,0,0
